. | . | . | . | 57 | 0.001692 | 0.002176 | 0.003708
. | . | . | . | 58 | 0.001856 | 0.002398 | 0.004156
. | . | . | . | 59 | 0.002035 | 0.002643 | 0.0046619999999999995
. | . | . | . | 60 | 0.002232 | 0.002915 | 0.005235999999999999
. | . | . | . | 61 | 0.002448 | 0.003215 | 0.005886
. | . | . | . | 62 | 0.002685 | 0.0035499999999999998 | 0.0066229999999999995
. | . | . | . | 63 | 0.0029479999999999997 | 0.00392 | 0.0074589999999999995
. | . | . | . | 64 | 0.0032359999999999997 | 0.004333 | 0.008404
. | . | . | . | 65 | 0.0035559999999999997 | 0.004791999999999999 | 0.009474999999999999
. | . | . | . | 66 | 0.003912 | 0.005305 | 0.010688999999999999
. | . | . | . | 67 | 0.004307 | 0.00588 | 0.012062
. | . | . | . | 68 | 0.004749 | 0.006523999999999999 | 0.013616
. | . | . | . | 69 | 0.005246 | 0.007251 | 0.015375
. | . | . | . | 70 | 0.00581 | 0.008074999999999999 | 0.017365
. | . | . | . | 71 | 0.0064529999999999995 | 0.009011 | 0.019615
. | . | . | . | 72 | 0.007189999999999999 | 0.010079999999999999 | 0.02216
. | . | . | . | 73 | 0.008041999999999999 | 0.011308 | 0.025034999999999998
. | . | . | . | 74 | 0.009035 | 0.012724 | 0.028283
. | . | . | . | 75 | 0.010199999999999999 | 0.014367 | 0.031952999999999995
. | . | . | . | 76 | 0.011575 | 0.016283 | 0.036094
. | . | . | . | 77 | 0.013210999999999999 | 0.018528 | 0.040766
. | . | . | . | 78 | 0.015168 | 0.021172 | 0.046034
. | . | . | . | 79 | 0.017447 | 0.024225 | 0.051969999999999995
. | . | . | . | 80 | 0.020014999999999998 | 0.027665 | 0.058650999999999995
. | . | . | . | 81 | 0.022779999999999998 | 0.031411 | 0.06616799999999999
. | . | . | . | 82 | 0.025771 | 0.035503 | 0.074616
. | . | . | . | 83 | 0.0287 | 0.039538 | 0.084099
. | . | . | . | 84 | 0.031716 | 0.043694 | 0.09469699999999999
. | . | . | . | 85 | 0.035004 | 0.048223999999999996 | 0.105082
. | . | . | . | 86 | 0.038581 | 0.053151 | 0.11581899999999999
. | . | . | . | 87 | 0.042463999999999995 | 0.058501 | 0.127477
. | . | . | . | 88 | 0.046672 | 0.06429699999999999 | 0.14010699999999998
. | . | . | . | 89 | 0.051219 | 0.070563 | 0.15375999999999998
. | . | . | . | 90 | 0.056124 | 0.07732 | 0.168485
